image_id,label,product_key
PR0592_0.png,shirt,PR0592
PR0588_0.png,plate,PR0588
PR0541_0.png,book,PR0541
PR0604_0.png,bottle,PR0604
PR0580_0.png,shoe,PR0580
PR0556_0.png,bottle,PR0556
PR0551_0.png,bottle,PR0551
PR0576_0.png,plate,PR0576
PR0609_2.png,shirt,PR0609
PR0502_0.png,plate,PR0502
PR0641_0.png,plate,PR0641
PR0554_1.png,book,PR0554
PR0501_0.png,book,PR0501
PR0569_0.png,book,PR0569
PR0563_2.png,shirt,PR0563
PR0524_0.png,shoe,PR0524
PR0554_0.png,book,PR0554
PR0626_1.png,bottle,PR0626
PR0568_1.png,shoe,PR0568
PR0537_0.png,shoe,PR0537
PR0560_0.png,book,PR0560
PR0564_0.png,book,PR0564
PR0648_1.png,shirt,PR0648
PR0619_1.png,shoe,PR0619
PR0521_0.png,bottle,PR0521
PR0608_0.png,bottle,PR0608
PR0623_1.png,plate,PR0623
PR0611_1.png,shoe,PR0611
PR0602_0.png,book,PR0602
PR0504_1.png,plate,PR0504
PR0609_1.png,shirt,PR0609
PR0517_0.png,shoe,PR0517
PR0548_0.png,bottle,PR0548
PR0633_0.png,bottle,PR0633
PR0551_1.png,bottle,PR0551
PR0632_0.png,book,PR0632
PR0506_0.png,shoe,PR0506
PR0643_0.png,shoe,PR0643
PR0561_1.png,shirt,PR0561
PR0552_1.png,shoe,PR0552
PR0614_1.png,shoe,PR0614
PR0606_0.png,book,PR0606
PR0539_0.png,shoe,PR0539
PR0637_0.png,book,PR0637
PR0616_0.png,shoe,PR0616
PR0507_0.png,shoe,PR0507
PR0561_0.png,shirt,PR0561
PR0618_1.png,shoe,PR0618
PR0563_1.png,shirt,PR0563
PR0605_0.png,bottle,PR0605
PR0518_0.png,bottle,PR0518
PR0538_0.png,book,PR0538
PR0592_1.png,shirt,PR0592
PR0584_1.png,shirt,PR0584
PR0547_0.png,plate,PR0547
PR0649_0.png,bottle,PR0649
PR0542_0.png,book,PR0542
PR0579_1.png,shirt,PR0579
PR0625_0.png,shoe,PR0625
PR0550_1.png,plate,PR0550
PR0582_1.png,bottle,PR0582
PR0642_0.png,bottle,PR0642
PR0615_0.png,bottle,PR0615
PR0505_0.png,shoe,PR0505
PR0540_0.png,bottle,PR0540
PR0578_0.png,shoe,PR0578
PR0628_1.png,book,PR0628
PR0571_0.png,shoe,PR0571
PR0520_1.png,plate,PR0520
PR0526_0.png,shoe,PR0526
PR0571_1.png,shoe,PR0571
PR0573_0.png,plate,PR0573
PR0584_0.png,shirt,PR0584
PR0607_0.png,book,PR0607
PR0516_0.png,plate,PR0516
PR0522_1.png,plate,PR0522
PR0547_1.png,plate,PR0547
PR0647_1.png,shoe,PR0647
PR0622_0.png,bottle,PR0622
PR0610_0.png,book,PR0610
PR0532_0.png,bottle,PR0532
PR0562_2.png,shirt,PR0562
PR0519_0.png,bottle,PR0519
PR0594_1.png,shirt,PR0594
PR0593_0.png,plate,PR0593
PR0535_1.png,plate,PR0535
PR0510_2.png,shirt,PR0510
PR0586_1.png,bottle,PR0586
PR0603_0.png,shoe,PR0603
PR0541_1.png,book,PR0541
PR0555_0.png,book,PR0555
PR0514_2.png,book,PR0514
PR0568_2.png,shoe,PR0568
PR0557_0.png,bottle,PR0557
PR0618_0.png,shoe,PR0618
PR0629_0.png,book,PR0629
PR0500_0.png,plate,PR0500
PR0601_1.png,plate,PR0601
PR0639_0.png,bottle,PR0639
PR0591_0.png,shirt,PR0591
PR0542_1.png,book,PR0542
PR0611_0.png,shoe,PR0611
PR0594_0.png,shirt,PR0594
PR0545_1.png,plate,PR0545
PR0520_2.png,plate,PR0520
PR0519_1.png,bottle,PR0519
PR0635_0.png,shirt,PR0635
PR0523_0.png,book,PR0523
PR0630_0.png,book,PR0630
PR0515_1.png,bottle,PR0515
PR0559_0.png,shoe,PR0559
PR0503_0.png,shirt,PR0503
PR0632_1.png,book,PR0632
PR0533_2.png,plate,PR0533
PR0614_0.png,shoe,PR0614
PR0514_0.png,book,PR0514
PR0589_0.png,plate,PR0589
PR0647_2.png,shoe,PR0647
PR0503_1.png,shirt,PR0503
PR0566_0.png,shirt,PR0566
PR0645_0.png,bottle,PR0645
PR0511_0.png,plate,PR0511
PR0545_0.png,plate,PR0545
PR0567_0.png,shirt,PR0567
PR0518_1.png,bottle,PR0518
PR0510_0.png,shirt,PR0510
PR0644_0.png,shoe,PR0644
PR0634_0.png,shoe,PR0634
PR0509_0.png,book,PR0509
PR0522_0.png,plate,PR0522
PR0596_1.png,shirt,PR0596
PR0597_0.png,book,PR0597
PR0500_1.png,plate,PR0500
PR0548_1.png,bottle,PR0548
PR0648_0.png,shirt,PR0648
PR0546_0.png,book,PR0546
PR0596_2.png,shirt,PR0596
PR0552_0.png,shoe,PR0552
PR0525_0.png,shoe,PR0525
PR0513_0.png,bottle,PR0513
PR0568_0.png,shoe,PR0568
PR0532_1.png,bottle,PR0532
PR0572_0.png,shirt,PR0572
PR0581_1.png,shoe,PR0581
PR0580_1.png,shoe,PR0580
PR0647_0.png,shoe,PR0647
PR0549_0.png,shirt,PR0549
PR0585_0.png,bottle,PR0585
PR0609_0.png,shirt,PR0609
PR0508_0.png,plate,PR0508
PR0619_0.png,shoe,PR0619
PR0640_0.png,bottle,PR0640
PR0517_2.png,shoe,PR0517
PR0595_0.png,plate,PR0595
PR0556_1.png,bottle,PR0556
PR0581_0.png,shoe,PR0581
PR0574_0.png,plate,PR0574
PR0565_2.png,shoe,PR0565
PR0631_0.png,shirt,PR0631
PR0602_1.png,book,PR0602
PR0624_0.png,plate,PR0624
PR0577_1.png,plate,PR0577
PR0531_0.png,shirt,PR0531
PR0623_0.png,plate,PR0623
PR0544_0.png,shoe,PR0544
PR0536_0.png,shoe,PR0536
PR0608_1.png,bottle,PR0608
PR0621_0.png,shirt,PR0621
PR0600_0.png,shirt,PR0600
PR0586_0.png,bottle,PR0586
PR0592_2.png,shirt,PR0592
PR0620_0.png,book,PR0620
PR0504_0.png,plate,PR0504
PR0565_1.png,shoe,PR0565
PR0591_2.png,shirt,PR0591
PR0613_0.png,bottle,PR0613
PR0642_1.png,bottle,PR0642
PR0627_1.png,plate,PR0627
PR0517_1.png,shoe,PR0517
PR0628_0.png,book,PR0628
PR0567_1.png,shirt,PR0567
PR0528_0.png,bottle,PR0528
PR0512_0.png,shoe,PR0512
PR0556_2.png,bottle,PR0556
PR0612_1.png,shirt,PR0612
PR0591_1.png,shirt,PR0591
PR0601_0.png,plate,PR0601
PR0638_1.png,book,PR0638
PR0579_2.png,shirt,PR0579
PR0562_1.png,shirt,PR0562
PR0550_0.png,plate,PR0550
PR0543_0.png,plate,PR0543
PR0570_0.png,plate,PR0570
PR0529_0.png,shirt,PR0529
PR0617_0.png,shirt,PR0617
PR0613_1.png,bottle,PR0613
PR0625_2.png,shoe,PR0625
PR0637_1.png,book,PR0637
PR0636_0.png,shirt,PR0636
PR0551_2.png,bottle,PR0551
PR0565_0.png,shoe,PR0565
PR0510_1.png,shirt,PR0510
PR0575_1.png,plate,PR0575
PR0520_0.png,plate,PR0520
PR0577_0.png,plate,PR0577
PR0562_0.png,shirt,PR0562
PR0557_2.png,bottle,PR0557
PR0555_1.png,book,PR0555
PR0543_1.png,plate,PR0543
PR0604_1.png,bottle,PR0604
PR0509_1.png,book,PR0509
PR0575_0.png,plate,PR0575
PR0533_0.png,plate,PR0533
PR0583_0.png,bottle,PR0583
PR0646_0.png,shoe,PR0646
PR0598_1.png,shoe,PR0598
PR0576_1.png,plate,PR0576
PR0597_1.png,book,PR0597
PR0563_0.png,shirt,PR0563
PR0515_2.png,bottle,PR0515
PR0578_1.png,shoe,PR0578
PR0535_0.png,plate,PR0535
PR0622_1.png,bottle,PR0622
PR0616_1.png,shoe,PR0616
PR0598_0.png,shoe,PR0598
PR0557_1.png,bottle,PR0557
PR0627_0.png,plate,PR0627
PR0582_0.png,bottle,PR0582
PR0558_0.png,book,PR0558
PR0579_0.png,shirt,PR0579
PR0527_0.png,shirt,PR0527
PR0515_0.png,bottle,PR0515
PR0539_1.png,shoe,PR0539
PR0566_1.png,shirt,PR0566
PR0534_0.png,bottle,PR0534
PR0560_1.png,book,PR0560
PR0587_0.png,shirt,PR0587
PR0596_0.png,shirt,PR0596
PR0599_0.png,book,PR0599
PR0553_0.png,book,PR0553
PR0612_0.png,shirt,PR0612
PR0625_1.png,shoe,PR0625
PR0530_0.png,shirt,PR0530
PR0590_0.png,shoe,PR0590
PR0626_0.png,bottle,PR0626
PR0533_1.png,plate,PR0533
PR0638_0.png,book,PR0638
PR0514_1.png,book,PR0514
